rid,vid,owner,address,zip
T6664,6664,CHICAGO MEDALLION ELEVEN L.L.C.,9696 W. FOSTER AVE.,60656
T2620,2620,"NORTHSIDE TAXI 2620, LLC",6405 N. CAMPBELL AVE.,60645
T3809,3809,JBL Express Inc.,4626 W. CORNELIA AVE.,60641
T3791,3791,MACCAN INC,9696 W. FOSTER AVE.,60656
T6296,6296,CHICAGO POLO VII INC.,2617 S. WABASH AVE.,60616
T4964,4964,SLSJETS II CAB CORP.,2617 S. WABASH AVE.,60616
T3880,3880,NECT 29 LLC,6500 N. WESTERN AVE.,60645
T3602,3602,TRANZIT INC.,2601 W. PETERSON AVE.,60659
T368,368,TAURUS CAB INC,6500 N. WESTERN AVE.,60645
T4381,4381,SAMI CAB CORP,2945 W. PETERSON AVE.,60659
T254,254,"TEWOLDE, INC.",4626 W. CORNELIA AVE.,60641
T6306,6306,LEMAJ INC,2800 W. PETERSON ST.,60618
T3498,3498,JUSTICE CAB CO,7302 S. DAMEN AVE.,60636
T5350,5350,ZALLOUM CAB COMPANY,9696 W. FOSTER AVE.,60656
T2239,2239,T.K. BLAGOEV & CO INC,2601 W. PETERSON AVE.,60659
T6905,6905,PONZI TAXI CO,3351 W. ADDISON ST.,60618
T3644,3644,URU EXPRESS INC,4118 W. LAWRENCE AVE.,60630
T5235,5235,NAGRA BROTHERS INC.,4020 W. GLENLAKE AVE.,60646
T40,40,TIPTOM TOO INC,2617 S. WABASH AVE.,60616
T510,510,HENRY AND MASHA CHICAGO CORP.,2617 S. WABASH AVE.,60616
T2499,2499,PAROS CAB CORP.,2945 W. PETERSON AVE.,60659
T5474,5474,PARIKH ENTERPRISES II INC,9696 W. FOSTER AVE.,60656
T971,971,SILVERO ENTERPRISES INC.,3351 W. ADDISON,60618
T3697,3697,YOHANNES ADDISU,1628 W. GREENLEAF AVE.,60626
T1516,1516,EC CHICAGO TAXI LLC,4536 N. ELSTON AVE.,60630
T301,301,CAPRICORN CAB INC,6500 N. WESTERN AVE.,60645
T6636,6636,LEEFON CORP.,2617 S. WABASH AVE.,60616
T3500,3500,MUSA TAXI CORP,1834 N. DAMEN AVE.,60647
T1737,1737,ST GEORGE EXPRESS INC,2945 W. PETERSON AVE.,60659
T3878,3878,SOTACHKA CORP,2532 W. WARREN BLVD.,60612
T2829,2829,JULY CAB CORP.,2617 S. WABASH AVE.,60616
T4787,4787,RENY CAB CO,6207 W. CUYLER AVE.,60634
T1338,1338,KILLER DOG CAB CORP,2617 S. WABASH AVE.,60616
T4263,4263,WELCOME TAXICAB INC,4020 W. GLENLAKE AVE.,60646
T4039,4039,MYRTOS CAB CORP,2945 W. PETERSON AVE.,60659
T6063,6063,NIAZ & SONS INC,2532 W. WARREN BLVD.,60612
T4574,4574,NORTH KING CAB COMPANY,4626 W. CORNELIA AVE.,60641
T961,961,NECT 24 LLC,6500 N. WESTERN AVE.,60645
T3730,3730,CELEBRITY CHICAGO CORP.,2235 W. MAYPOLE AVE.,60612
T5613,5613,HARD EIGHT CAB CO,3351 W. ADDISON ST.,60618
T4693,4693,PAPPU TRANS INC.,9696 W. FOSTER AVE.,60656
T6488,6488,ZUHA TAXI CORP,2800 W. PETERSON AVE.,60659
T6949,6949,NEXT GEN TAXI II INC,4626 W. CORNELIA AVE.,60641
T4489,4489,MASKAB INC,2028 W. CONCORD PL.,60647
T2274,2274,"SPARTAN, INC.",5200 N. OTTO AVE.,60656
T3418,3418,JHAPS TAXI CORP,6550 N. CLARK ST.,60626
T6440,6440,PEACE 4 ALL INC,4626 W. CORNELIA AVE.,60641
T2688,2688,LUCKY 7 CAB COMPANY,1834 N. DAMEN AVE.,60647
T2452,2452,SEAN CAB CO,4020 W. GLENLAKE AVE.,60646
T4378,4378,D.H. CAB CO,9696 W. FOSTER AVE.,60656
T5030,5030,C.A.B. TAXI SERVICE INC,5544 S. HAMILTON AVE.,60636
T1649,1649,SABAAH EXPRESS INC.,5516 N. KIMBALL AVE.,60625
T2997,2997,SPEEDY TAXI CORP,4626 W. CORNELIA AVE.,60641
T1381,1381,EC CHICAGO TAXI LLC,4536 N. ELSTON AVE.,60630
T4181,4181,FARHAN TRANSPORTATION INC.,9696 W. FOSTER AVE.,60656
T1182,1182,YC19 LLC,3351 W. ADDISON ST.,60618
T3610,3610,JBL Express Inc.,4626 W. CORNELIA AVE.,60641
T3530,3530,STEFANIE AND AUDREY CAB CORP.,9696 W. FOSTER AVE.,60656
T2260,2260,LINCOLN PARK EXPRESS INC,9696 W. FOSTER AVE.,60656
T2760,2760,SAMSIM INC,9696 W. FOSTER AVE.,60656
T5990,5990,SHURMA INT'L LIMITED,4020 W. GLENLAKE AVE.,60646
T3304,3304,ANY CAB CORP.,4536 N. ELSTON AVE.,60630
T6705,6705,CHICAGO AUCTION CAB CO.,2617 S. WABASH AVE.,60616
T1361,1361,BARBIE IN CHICAGO CAB CORP,2617 S. WABASH AVE.,60616
T1689,1689,MICHAEL GIORGIS,6550 N. CLARK ST.,60626
T2627,2627,HUDSON CAB CORP.,4536 N. ELSTON AVE.,60630
T2159,2159,DEKA CAB CORP,4536 N. ELSTON AVE.,60630
T4619,4619,NNNM CAB CO,4020 W. GLENLAKE AVE.,60646
T3614,3614,HOLLY BULL CAB CORP,4020 W. GLENLAKE AVE.,60646
T5628,5628,"CHICAGO POLO VIII, INC.",2617 S. WABASH AVE.,60616
T761,761,JERRY & SEBLE CAB COMPANY,6550 N. CLARK ST.,60626
T3526,3526,SOLOMON GAIM INC.,6550 N. CLARK ST.,60626
T183,183,KING EDWARD CAB CORP.,2617 S. WABASH AVE.,60616
T2949,2949,JULY CAB CORP.,2617 S. WABASH AVE.,60616
T5439,5439,TEEMU CORPORATION,4626 W. CORNELIA AVE.,60641
T5429,5429,ESMERALDA CAB CO,1834 N. DAMEN AVE.,60647
T893,893,MEDALLION FUNDING CHICAGO CORP II,4626 W. CORNELIA AVE.,60641
T5610,5610,AMONICUS UNIVERSAL INC,2532 W. WARREN BLVD.,60612
T2015,2015,SUKH CORP.,2857 W. GLENLAKE AVE.,60659
T279,279,IL 10 CORP,3801 N. ELSTON AVE.,60618
T5422,5422,"LUCKY SEVEN CHICAGO TWO, INC.",2617 S. WABASH AVE.,60616
T2803,2803,MADISON CAB CORP.,4536 N. ELSTON AVE.,60630
T3314,3314,PEACE INC.,6550 N. CLARK ST.,60626
T6819,6819,NECT 10 LLC,6500 N. WESTERN AVE.,60645
T2045,2045,TUCSON CAB CORP,4543 N. WESTERN AVE.,60625
T6449,6449,SHAKKY & KAFE INC,1415 W. PRATT BLVD.,60626
T3384,3384,AZEEM ROSIE INC,9696 W. FOSTER AVE.,60656
T4637,4637,KAN ZAMAN EXPO INC,3351 W. ADDISON ST.,60618
T4176,4176,IL 4 CORP.,3801 N. ELSTON AVE.,60618
T806,806,MEDALLION FUNDING CHICAGO CORP IV,4536 N. ELSTON AVE.,60630
T1869,1869,SLSJETS IV CAB CORP.,2617 S. WABASH AVE.,60616
T2806,2806,MADISON CAB CORP.,4536 N. ELSTON AVE.,60630
T2987,2987,RANI TAXI CORP,4020 W. GLENLAKE AVE.,60646
T6888,6888,APOPO LLC,4536 N. ELSTON AVE.,60630
T5526,5526,BALD EAGLE LIMITED,4626 W. CORNELA AVE.,60641
T3987,3987,VALIEASR TAXI CORP.,2945 W. PETERSON AVE.,60659
T1823,1823,TAXI MEDALLION GROUP LLC SERIES XIV,4175 N. ELSTON AVE.,60618
T14,14,REX 3 INC.,6500 N. WESTERN AVE.,60630
T455,455,"GGA EXPRESS, INC.",5416 N. BROADWAY ST.,60640
T4322,4322,AMEER TAXI CORP,2532 W. WARREN BLVD.,60612
T86,86,MCCAB XX CORP.,4626 W. CORNELIA AVE.,60641
T3960,3960,WILNER MASSILLON,7351 N. RIDGE BLVD.,60645
T5664,5664,SHAD EXPRESS INC.,3351 W. ADDISON ST.,60618
T6374,6374,MARIZA TAXI CORP,2601 W. PETERSON AVE.,60659
T5130,5130,BAZZI CAB COMPANY,2601 W. PETERSON AVE.,60659
T613,613,JOHNS CABS CORP.,4536 N. ELSTON AVE.,60630
T5962,5962,CHICAGO POLO VII INC.,2617 S. WABASH AVE.,60616
T2147,2147,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
T344,344,MCCAB XX CORP.,4626 W. CORNELIA AVE.,60641
T4754,4754,BELICAGO TAXI LLC,3351 W. ADDISON ST.,60618
T2173,2173,IMAGE EXPRESS INC,3351 W. ADDISON ST.,60618
T611,611,HIMALAYA CORP,2601 W. PETERSON AVE.,60659
T4285,4285,CYPRUS CAB CO,9696 W. FOSTER AVE.,60656
T1006,1006,ATTAVIGAN CORP.,2601 W. PETERSON AVE.,60659
T2321,2321,HUFFY & SUBBY CAB CO,9696 W. FOSTER,60656
T2358,2358,SHEZAN INC,9696 W. FOSTER AVE.,60656
T5550,5550,"AAF MANAGEMENT, INC.",3351 W. ADDISON ST.,60618
T5440,5440,CENSAT TRANS INC,9696 W. FOSTER AVE.,60656
T2862,2862,PIREAS TAXI CORP.,4536 N. ELSTON AVE.,60630
T4839,4839,EYOB & YAFET LLC,6550 N. CLARK ST.,60626
T6080,6080,MAC 24 CORP,4118 W. LAWRENCE AVE.,60630
T5435,5435,"AMOR TAXI CAB, INC",4626 W. CORNELIA AVE.,60641
T2199,2199,AEE'S CORP,3351 W. ADDISON ST.,60618
T2212,2212,SOKL CAB CO,5830 N. MILTIMORE AVE.,60646
T3795,3795,NECT 27 LLC,6500 N. WESTERN AVE.,60645
T1644,1644,GRASU CAB CORP.,220 N. LAFLIN ST.,60607
T2179,2179,SHAAN BORICHA INC,3351 W. ADDISON ST.,60618
T1034,1034,NECT 42 LLC,6500 N. WESTERN AVE.,60645
T3635,3635,ESRAA CAB CORP,9696 W. FOSTER AVE.,60656
T4623,4623,LEON CAB INC,4555 N. CENTRAL AVE.,60630
T3392,3392,FIRST LUNA INC.,4118 W. LAWRENCE AVE.,60630
T2681,2681,MCCAB X CORP.,4626 W. CORNELIA AVE.,60641
T1133,1133,"I & B MIDWEST ENTERPRISE, INC.",2617 S. WABASH AVE.,60616
T5059,5059,BIG APPLE CAB ONE CO.,3351 W. ADDISON ST.,60618
T2328,2328,MENDEFERA CAB INC,6550 N. CLARK ST.,60626
T5993,5993,FANTASTIC TAXI INC,3351 W. ADDISON ST.,60618
T6544,6544,ERI TRANS INC.,4626 W. CORNELIA AVE.,60641
T3944,3944,AYAAN ONE INC,9696 W. FOSTER AVE.,60656
T3477,3477,GHANA CAN INC,3351 W. ADDISON ST.,60618
T4082,4082,AGAPH CAB CORP,2945 W. PETERSON AVE.,60659
T4133,4133,SANTORINI CAB CORP.,4536 N. ELSTON AVE.,60630
T6189,6189,MILA AND MIKE INC,2617 S. WABASH AVE.,60616
T1088,1088,MIRANDA CAB CORPORATION,1310 N. KEDZIE AVE.,60651
T219,219,TAURUS CAB INC,6500 N. WESTERN AVE.,60645
T2578,2578,SANTORINI FIVE CAB CORP.,4536 N. ELSTON AVE.,60630
T4402,4402,TOUFIK CAB CO.,9696 W. FOSTER AVE.,60656
T5865,5865,LUCKY SEVEN CHICAGO THREE INC.,2617 S. WABASH AVE.,60616
T5892,5892,LAKEPOINT CAB CO,4118 W. LAWRENCE AVE.,60630
T3753,3753,3753 EJM INC,4118 W. LAWRENCE AVE.,60630
T5478,5478,EF ENTERPRISES INC.,2601 W. PETERSON AVE.,60659
T6391,6391,ATHINA CAB CORP.,2945 W. PETERSON AVE.,60659
T4760,4760,"ELANNANI TRANS, INC",2601 W. PETERSON AVE.,60659
T3814,3814,SENA & KENA INC.,3351 W. ADDISON ST.,60618
T6917,6917,AL-MADINA CAB CORP,9696 W. FOSTER AVE.,60656
T3508,3508,AHMED MURAD CORP.,3351 W. ADDISON ST.,60618
T1123,1123,MAAZ CORP,2601 W. PETERSON AVE.,60659
T3560,3560,CORPORAL CAB CO,1834 N. DAMEN AVE.,60647
T3942,3942,HILAL EXPRESS LLC,2532 W. WARREN BLVD.,60612
T4273,4273,CHICAGO MEDALLION TWO LLC.,9696 W. FOSTER AVE.,60656
T2191,2191,ROADWAY INC,4118 W. LAWRENCE AVE.,60630
T3969,3969,PEZHMAN CAB CO,6550 N. CLARK ST.,60626
T1003,1003,ON TIME CAB COMPANY,9696 W. FOSTER AVE.,60656
T1601,1601,PUNJAB CORP,3351 W. ADDISON ST.,60618
T3796,3796,ROYA CAB CO,4020 W. GLENLAKE AVE.,60646
T2651,2651,MEBRET CORP.,4626 W. CORNELIA AVE.,60641
T266,266,NECT 26 LLC,6500 N. WESTERN AVE.,60645
T2106,2106,BELKIDS TAXI LLC,3351 W. ADDISON ST.,60618
T5667,5667,CAROLINA DELAVINA CORP.,2601 W. PETERSON AVE.,60659
T1150,1150,GSJ TAXI CO.,4020 W. GLENLAKE ST.,60646
T2807,2807,SAFE TAXI COMPANY,3351 W. ADDISON ST.,60618
T4958,4958,"LUCKY SEVEN CHICAGO TWO, INC.",2617 S. WABASH AVE.,60616
T5214,5214,TAIWO FOLARIN,850 W. EASTWOOD AVE.,60640
T1955,1955,PARAMJIT ENTERPRISES INC,3351 W. ADDISON ST.,60618
T5663,5663,TINA HACKING CORP.,2617 S. WABASH AVE.,60616
T5917,5917,ERENA CAB CO,5416 N. BROADWAY ST.,60640
T2456,2456,"I & B MIDWEST ENTERPRISE, INC.",2617 S. WABASH AVE.,60616
T4342,4342,NUMI INC.,4626 W. CORNELIA AVE.,60641
T4268,4268,TAXI MEDALLION GROUP LLC SERIESXXVI,4175 N. ELSTON AVE.,60618
T6276,6276,N & Y INC.,3351 W. ADDISON ST.,60618
T4135,4135,SARAH AND SAMIR CO.,2601 W. PETERSON AVE.,60659
T3456,3456,KAILASH TRANS INC,2601 W. PETERSON AVE.,60659
T5180,5180,SAMUEL A ANUM,8850 S. JUSTINE ST.,60620
T5394,5394,A&P TRANSPORTATION INC.,2800 W. PETERSON AVE.,60659
T6349,6349,OSI-ANET CAB INC.,4118 W. LAWRENCE AVE.,60630
T2465,2465,SANTORINI TWO CAB CORP.,4536 N. ELSTON AVE.,60630
T4442,4442,ELSTON ELEVEN LLC,2738 W. FULTON ST.,60612
T2650,2650,CRYSTAL EXPRESS INC.,4626 W. CORNELIA AVE.,60641
T5871,5871,SARATOGA TAXI LLC,4536 N. ELSTON AVE.,60630
T4034,4034,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,60656
T2896,2896,SRHH INC,4118 W. LAWRENCE AVE.,60630
T5333,5333,SIM TAXI CORP,9696 W. FOSTER AVE.,60656
T1777,1777,"WADOOD, INC",9696 W. FOSTER AVE.,60656
T4678,4678,TRIPS AND TIPS INC,4315 N. KEYSTONE AVE.,60641
T2174,2174,W & D CAB CO,2601 W. PETERSON AVE.,60659
T1071,1071,CHEN CHICAGO CORP.,5765 N. LINCOLN AVE.,60659
T1512,1512,RAHEL EXPRESS INC.,5416 N. BROADWAY ST.,60640
T3860,3860,3860 TAXI CORP,6550 N. CLARK ST.,60626
T1490,1490,SHAHZAIB & ALI INC,3351 W. ADDISON ST.,60618
T5334,5334,JAS CAB CORP,3351 W. ADDISON ST.,60618
T5310,5310,NYAME BEKYERE INC.,3351 W. ADDISON ST.,60618
T5284,5284,"CORTANY 1 TRANS, INC.",2532 W. WARREN BLVD.,60612
T3721,3721,SANTAMARIA EXPRESS INC.,3358 W. CUYLER AVE.,60618
T4496,4496,FAIZ CAB INC,9696 W. FOSTER AVE.,60656
T6677,6677,NATHAN CAB CO,2601 W. PETERSON AVE.,60659
T4658,4658,HUMIDITY II HACKING CORP.,2617 S. WABASH AVE.,60616
T1753,1753,SLSJETS IV CAB CORP.,2617 S. WABASH AVE.,60616
T4323,4323,MALTA CAB CORP,2945 W. PETERSON AVE.,60659
T2840,2840,CHICAGO SKYLINE CAB CO.,9696 W. FOSTER AVE.,60656
T6350,6350,BIG APPLE CAB ONE CO.,3351 W. ADDISON ST.,60618
T6727,6727,SAMOS CAB CORP,2945 W. PETERSON AVE.,60659
T54,54,TAXALE TAXI INC,2617 S. WABASH AVE.,60616
T5367,5367,ANSHIV INC.,3351 W. ADDISON ST.,60618
T880,880,JEWEL CAB CORP.,9696 W. FOSTER AVE.,60656
T1626,1626,SALAM AA TAXI COMPANY,4626 W. CORNELIA AVE.,60641
T1711,1711,NECT 22 LLC,6500 N. WESTERN AVE.,60645
T5259,5259,NATHAN & EYOAS CORP.,5416 N. BROADWAY,60640
T6087,6087,YCD CORPORATION,2601 W. PETERSON AVE.,60659
T1763,1763,AUGUST CAB CORP.,2617 S. WABASH AVE.,60616
T5188,5188,"JBL EXPRESS II, INC.",4626 W. CORNELIA AVE.,60641
T643,643,PEACE INC.,6550 N. CLARK ST.,60626
T2644,2644,STEFANIE AND AUDREY CAB CORP.,9696 W. FOSTER AVE.,60656
T4415,4415,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
T6704,6704,CARILLON TRANSIT LLC,2738 W. FULTON ST.,60612
T1112,1112,PETANI CAB CORP,2945 W. PETERSON AVE.,60659
T4009,4009,GHEDAM TRANS INC,5319 S. WOODLAWN AVE.,60615
T3167,3167,FRANKLIN TAXI LLC,4536 N. ELSTON AVE.,60630
T5230,5230,JAVIER DAVILA,5041 W. 63RD PL.,60638
T6102,6102,RUBA EXPRESS INC.,4020 W. GLENLAKE AVE.,60646
T4577,4577,SIENNA ZONE CAB CO.,2617 S. WABASH AVE.,60616
T3623,3623,ARRINGTON ENTERPRISES INC,2532 W. WARREN BLVD.,60612
T5844,5844,EDGAR INC,2601 W. PETERSON AVE.,60659
T917,917,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
T2208,2208,AMR CAB CORP.,3351 W. ADDISON AVE.,60618
T620,620,DANIELLA CAB CORP.,2617 S. WABASH AVE.,60616
T1322,1322,BLACK TAXI INC,2601 W. PETERSON AVE.,60659
T2153,2153,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,60656
T5326,5326,HUDSON CAB CORP.,4536 N. ELSTON AVE.,60630
T1845,1845,J & I CAB CORP,2617 S. WABASH AVE.,60616
T6570,6570,BETHEL MOKSON INC,810 W. GRACE ST.,60613
T1414,1414,MAI-BELLA INC,4626 W. CORNELIA AVE.,60641
T5124,5124,B AND C CAB CO,9696 W. FOSTER AVE.,60656
T6734,6734,TAXI MEDALLION GROUP LLC-SERIES 35,4175 N. ELSTON AVE.,60618
T2908,2908,SUNFLOWER CAB CO.,3351 W. ADDISON ST.,60618
T3290,3290,"UNIVERSAL TRANSIT, INC.",2601 W. PETERSON AVE.,60659
T808,808,VEEN TAXI INC,4020 W. GLENLAKE AVE.,60646
T835,835,SWEETGRASS CAPITAL CORP.,3351 W. ADDISON ST.,60618
T5366,5366,SHAD EXPRESS INC.,3351 W. ADDISON ST.,60618
T6132,6132,MY SUNSHINE TAXI INC,4118 W. LAWRENCE AVE.,60630
T6069,6069,AROUND TOWN TAXI CO,3351 W. ADDISON ST.,60618
T5941,5941,SADOR INC,5416 N. BROADWAY,60640
T937,937,CHAKNAT TRANS INC,2601 W. PETERSON AVE.,60659
T848,848,CHI AIRPORTS LANDFLIGHT INC.,2532 W. WARREN BLVD.,60612
T3394,3394,JINDI TRANS INC,2601 W. PETERSON AVE.,60659
T2592,2592,WIL-MAR CAB CO,9696 W. FOSTER AVE.,60657
T5225,5225,"LUCKY SEVEN CHICAGO ONE, INC.",2617 S. WABASH AVE.,60616
T838,838,BAZ CORP,2601 W. PETERSON AVE.,60659
T6739,6739,TAXI MEDALLION GROUP LLC - SERIES 36,4175 N. ELSTON AVE.,60618
T2180,2180,OZENA INC,4118 W. LAWRENCE AVE.,60630
T1455,1455,ROSE TAXICAB INC,4626 W. CORNELIA AVE.,60641
T5085,5085,FISKARDO CAB CO,2945 W. PETERSON AVE.,60659
T4104,4104,SHAMILEE CAB CO,1032 W. MONTROSE AVE.,60613
T2796,2796,SANTORINI CAB CORP.,4536 N. ELSTON AVE.,60630
T6915,6915,CLEMENT INC.,3351 W. ADDISON ST.,60618
T3355,3355,SAM B. CAB CO,4626 W. CORNELIA AVE.,60641
T6528,6528,ANTIPAROS CAB CORP,2945 W. PETERSON AVE.,60659
T2875,2875,SHEJ HAJ CORP,9696 W. FOSTER AVE.,60656
T6521,6521,"OWAIS IMAN, CORP.",3351 W. ADDISON,60618
T3663,3663,ALPHA BARRY CAB INC.,2601 W. PETERSON AVE.,60659
T4940,4940,KALAVRITA CAB CORP,2945 W. PETERSON AVE.,60659
T1250,1250,ARBAZ ALINA INC,2601 W. PETERSON AVE.,60659
T5053,5053,OSKO CAB COMPANY,6550 N. CLARK ST.,60626
T6342,6342,AMAL CORPORATION,3351 W. ADDISON ST.,60618
T1183,1183,"MALUFEN, INC.",6550 N. CLARK ST.,60626
T214,214,TAURUS CAB INC,6500 N. WESTERN AVE.,60645
T4011,4011,RIVERSIDE CAB CORP,9696 W. FOSTER AVE.,60656
T4621,4621,CHICAGO SEVEN INC,2617 S. WABASH AVE.,60616
T5999,5999,CASBAH CAB COMPANY,3351 W. ADDISON ST.,60618
T1920,1920,BOULEVARD 1 CORP,3801 N. ELSTON AVE.,60618
T6782,6782,ODUA INC,4118 W. LAWRENCE AVE.,60630
T2350,2350,K & K & H INC.,2601 W. PETERSON AVE.,60659
T6962,6962,CHITOWNCABBIE INC.,2532 W. WARREN BLVD.,60612
T3803,3803,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,60656
T1002,1002,CITY TRANS INC,2550 W. ARGYLE ST.,60625
T6414,6414,AKARAKA TRANSPORT INC.,3351 W. ADDISON ST.,60618
T5502,5502,AMJAD CORP.,3351 W. ADDISON ST.,60618
T6013,6013,BENJAMIN OWEN CORPORATION,4175 N. ELSTON ST.,60618
T2206,2206,PERSISTENCE TAXI LLC,4536 N. ELSTON AVE.,60630
T4566,4566,FDALA1 INC.,5451 N. EAST RIVER RD.,60656
T3273,3273,K & Y CAB INC.,4626 W. CORNELIA AVE.,60641
T919,919,SWEETGRASS CAPITAL CORP.,3351 W. ADDISON ST.,60618
T1130,1130,G. A. S. CAB CO,5200 N. OTTO AVE.,60656
T119,119,"OLAMAXX, INC.",3351 W. ADDISON ST.,60618
T1992,1992,M A SALAM CAB CO,2202 N. ROCKWELL ST.,60647
T2630,2630,MCCAB  IV CORP.,4626 W. CORNELIA AVE.,60641
T2115,2115,MAYFAIR CAB LLC,4536 N. ELSTON AVE.,60630
T889,889,BRIDGET CAB COMPANY,3351 W. ADDISON ST.,60618
T3516,3516,SANTORINI TAXI CO.,2945 W. PETERSON AVE.,60659
T556,556,MCCAB XIV CORP.,4626 W. CORNELIA AVE.,60641
T2853,2853,EFFI JOE INC.,3351 W. ADDISON ST.,60618
T4084,4084,GURIYA INC.,3351 W. ADDISON ST.,60618
T843,843,MCCAB IX CORP.,4536 N. ELSTON AVE.,60630
T3550,3550,BATULA TAXI SERVICES LLC,3351 W. ADDISON ST.,60618
T6310,6310,NOEL EXPRESS INC.,2532 W. WARREN BLVD.,60612
T6752,6752,TAXI MEDALLION GROUP LLC-SERIES 37,4175 N. ELSTON AVE.,60618
T3911,3911,VIOLET ZONE CAB CO.,2617 S. WABASH AVE.,60616
T2979,2979,ASSYA CAB CO,3351 W. ADDISON ST.,60618
T3251,3251,BESSIES CAB CORP,9696 W. FOSTER AVE.,60656
T7,7,YC1 LLC,3351 W. ADDISON ST.,60618
T304,304,IL 10 CORP,3801 N. ELSTON AVE.,60618
T116,116,CCO CHICAGO CORP.,9696 W. FOSTER AVE.,60656
T4721,4721,NOAH AND NETSNET CORP,4848 N. WINTHROP AVE.,60640
T3723,3723,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,60656
T1260,1260,DELAWARE INC.,5730 N. SHERIDAN RD.,60660
T6192,6192,U CAB INC,3351 W. ADDISON ST.,60618
T1316,1316,BHEROSAW CAB CORP,5416 N. BROADWAY,60640
T750,750,GALAXY CHICAGO INC,3351 W. ADDISON ST.,60618
T5431,5431,SHOWTIME CAB CORP,9696 W. FOSTER AVE.,60656
T3229,3229,3229 TAXI CORP.,2601 W. PETERSON AVE.,60659
T1627,1627,WHITE ROSE CHICAGO CORP,4626 W. CORNELIA AVE.,60641
T4488,4488,FOUR SQUARE TAXI INC,4118 W. LAWRENCE AVE.,60630
T156,156,RAPHEW AZEEZ,3516 W. 76TH ST.,60652
T2922,2922,CHICAGO TAXI INC,6500 N. WESTERN AVE.,60645
T1163,1163,REMZIJE CEKA,6538 N. DAMEN AVE.,60645
T2636,2636,MATT-MAR CAB CO,5765 N. LINCOLN AVE.,60659
T384,384,MASHAALLAH HNZ CORP,9696 W. FOSTER AVE.,60656
T2755,2755,2755 TAXI CORP.,2601 W. PETERSON AVE.,60659
T2930,2930,ACCURATE TAXI INC,4626 W. CORNELIA AVE.,60641
T4284,4284,RIVERSIDE CAB CORP,9696 W. FOSTER AVE.,60656
T2392,2392,JUHI INC,9696 W. FOSTER AVE.,60656
T974,974,SBJ CAB CO.,4020 W. GLENLAKE AVE.,60646
T4242,4242,CHICAGO MEDALLION TWO LLC.,9696 W. FOSTER AVE.,60656
T6370,6370,GELEB INC ILL,6550 N. CLARK ST.,60626
T857,857,MEDALLION FUNDING CHICAGO CORP III,4536 N. ELSTON AVE.,60630
T6123,6123,TAXI MEDALLION GROUP LLC - SERIES 33,4175 N. ELSTON AVE.,60618
T4022,4022,GOLD COAST TRANSPORTATION INC,2800 W. PETERSON AVE.,60659
T1630,1630,JOHAL CAB CO,9696 W. FOSTER AVE.,60656
T3835,3835,FIRST KARACHI INC,9696 W. FOSTER AVE.,60656
T5127,5127,BADDISSA INC.,2601 W. PETERSON AVE.,60659
T3019,3019,HERETIC INC,3351 W. ADDISON ST.,60618
T4779,4779,VIDAL EXPRESS INC,3351 W. ADDISON ST.,60618
T71,71,PED 4 LLC,9696 W. FOSTER AVE.,60656
T5911,5911,MINASSE INC.,4626 W. CORNELIA AVE.,60641
T672,672,VIDAL EXPRESS INC,3351 W. ADDISON ST.,60618
T1690,1690,GRACE TRANS INC.,4020 W. GLENLAKE AVE.,60646
T4282,4282,KHANGURA CAB CORP,4626 W. CORNELIA AVE.,60641
T205,205,"RF 1, INC.",3351 W. ADDISON ST.,60618
T2014,2014,GREEN EYES CAB CORP.,2617 S. WABASH AVE.,60616
T5716,5716,MRS. TAXI INC,3351 W. ADDISON ST.,60618
T6748,6748,NDIBEN INC,5315 N. CANFIELD AVE.,60656
T6277,6277,KAHIN CORP,4020 W. CULLOM AVE.,60641
T1578,1578,ONE CHATHA INC,3351 W. ADDISON ST.,60618
T5248,5248,RAYMOND EGWIEKHOR,641 E. PERSHING RD.,60653
T3699,3699,CHICAB THREE INC.,4020 W. GLENLAKE AVE.,60646
T5822,5822,"CAMISAM TRANS, INC.",2601 W. PETERSON AVE.,60659
T5967,5967,RITEWAY CAB CO,4020 W. GLENLAKE AVE.,60646
T666,666,666 ENTERPRISE INC.,9696 W. FOSTER AVE.,60656
T5566,5566,"TAXI MEDALLION GROUP, LLC SERIES 30",4175 N. ELSTON AVE.,60618
T5960,5960,NBA TAXI INC II,4020 W. GLENLAKE AVE.,60646
T5837,5837,HARRY VENTURES INTERNATIONAL CO.,3351 W. ADDISON ST.,60618
T2124,2124,"ALEXIS CAB CO., INC.",2945 W. PETERSON AVE.,60659
T3166,3166,FRANKLIN TAXI LLC,4536 N. ELSTON AVE.,60630
T3278,3278,AWRA AND SARON CAB CORP,2601 W. PETERSON AVE.,60659
T4915,4915,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,60616
T6150,6150,HOLY LAND CAB CO,3351 W. ADDISON ST.,60618
T1105,1105,PLAYING POLO IN CHICAGO INC,2617 S. WABASH AVE.,60616
