account,ward,aid,business,address,zip
258911,42,NaN,NINE WEST #0701,37 E WASHINGTON ST  108,60602
258919,23,763,7- ELEVEN,4001 W 59TH ST,60629
258922,36,NaN,GRANITE AND CABINET EXPO,5142 W HOMER ST,60639
258924,25,NaN,MAYA CONSTRUCTION INC.,1818 S PAULINA ST,60608
258939,10,775,LAPAZ RESTAURANT,9625 S EWING AVE,60617
258948,21,894,LE TOUT STUDIO,1843 W 87TH ST,60620
258958,12,NaN,CONSTRUGAMA & ASSOCIATES,2339 S SACRAMENTO AVE  2ND,60623
258988,35,775,SHELL,3200 N KIMBALL AVE,60618
259,35,763,JEWEL FOOD STORE #3470,3570 N ELSTON AVE 1ST,60618
259008,45,775,GAELIC IMPORTS,6346 W GUNNISON ST 1,60630
259032,49,NaN,RENE BURGOS,7511 N SHERIDAN RD,60626
259038,49,NaN,"MIDWEST PROVIDER SOLUTIONS, LTD",1329 W NORTH SHORE AVE,60626
259040,42,NaN,RCN TELECOM SERVICES OF ILLINOIS LLC,350 N ORLEANS ST  600,60654
259063,24,NaN,LA AZTECA PALETERIA,3018 W CERMAK RD,60623
259080,38,763,CONVENIENT FOOD & LIQUOR,7319-7321 W IRVING PARK RD,60634
259101,9,763,SHOP WISE FOOD,316 W 103RD ST,60628
25912,42,648,SEXTON CLEANERS,757 N ORLEANS ST 1,60654
259152,47,638,GIDEON WELLES,4500 N LINCOLN AVE,60625
25916,14,NaN,H B TAYLOR CO,4830 S CHRISTIANA AVE 1ST,60632
259165,26,NaN,"LOGAN SQUARE COMMUNITY HEALTH CENTER, INC.",2006 N PULASKI RD,60639
259189,4,717,Cork & Kerry at the Park,1410 S MUSEUM CAMPUS DR,60605
259195,46,NaN,FITNESS MOJO LLC,4117 N BROADWAY,60613
25921,40,775,INTL HOUSE OF PANCAKES,5929 N LINCOLN AVE  FIRST,60659
259249,45,NaN,FK ENGINEERING SERVICES,5530 W EDMUNDS ST,60630
25926,39,NaN,EAST WEST TRAVEL INC,4111 W LAWRENCE AVE 1ST,60630
259268,16,NaN,CAMILLA M. GRIFFIN,621 W 62ND ST,60621
259369,23,775,CHISME EXPRESS INC.,5955 S PULASKI RD,60629
259384,19,NaN,Omega mortgage Mall,1759 W 95TH ST 2ND FL 2,60643
259410,24,NaN,PURITAN PRINTING SERVICE,3350 W DOUGLAS BLVD,60623
259463,27,NaN,"LONDON LIMOS, LTD.",1836 W WALNUT ST,60612
259477,22,NaN,MEXICANO TRAVEL,3946 W 26TH ST 1ST,60623
259479,39,NaN,"U.S. RAILWAYS, INC.",6124 N MILWAUKEE AVE 2ND FLOOR 4,60646
259502,14,NaN,"CICERO ARCHER CURRENCY EXCHANGE, INC.",5354 S ARCHER AVE,60632
259504,28,775,FAMILY GROCERY,4910 W WEST END AVE 1ST,60644
25951,31,NaN,FAMOUS HOME FURNISHINGS,2913 N CICERO AVE,60641
259510,31,NaN,NK GENERAL CONTRACTORS INC.,3458 N CICERO AVE,60641
259531,18,NaN,NICK & MIKES ENTERPRISES,7821 S WESTERN AVE,60620
259535,2,829,MAEVE,1325 W WRIGHTWOOD AVE,60614
259542,21,NaN,JACKSON HEWITT,949 W 87TH ST,60620
25955,13,NaN,REEDER HEATING/AIR COND CO,4621 W 63RD ST,60629
259575,36,763,M G CITGO,6353 W FULLERTON AVE,60639
259581,42,NaN,CORNESTONE CONSTRUCTION OF CHICAGO,77 W WACKER DR 42,60601
259644,20,NaN,STOP & GO WIRELESS,4731 S ASHLAND AVE,60609
25965,5,NaN,TOYS ET CETERA,1502 E 55TH ST 1,60615
259652,18,NaN,SILVER TIP COMICS,8105 S SAWYER AVE,60652
259664,28,775,MARIOTT CHICAGO at MEDICAL DISTRICT/ UIC,625 S ASHLAND AVE,60607
259667,2,NaN,WIRELESS CENTRAL,770 N LA SALLE DR,60610
25969,19,NaN,"SPECTRUM ART SUPPLIES, INC",2412 W 111TH ST,60655
25970,42,NaN,CHARLES HORBERG JEWELERS INC,5 S WABASH AVE,60603
25971,24,NaN,HAWTHORNE CAR WASH,4400 W CERMAK RD,60623
259714,20,NaN,47TH GROCERY STORE,1535 W 47TH ST,60609
259750,49,NaN,TORRES CONSTRUCTION,1740 W GREENLEAF AVE,60626
259765,5,NaN,MICHEAL C FINLEY,7126 S LUELLA AVE,60649
25977,22,NaN,26TH & PUASKI CURR EXCHANGE,4004 W 26TH ST,60623
259772,11,NaN,COMPASS TRAVEL AND TOURS,3155 S THROOP ST  1-F,60608
259802,28,775,AMER FOOD MART,3458 W LAKE ST,60624
259808,50,NaN,A.J. DOLLAR PLUS,2245 W DEVON AVE,60659
259853,47,NaN,JUST LIKE FAMILY INC.,2605 W AGATITE AVE,60625
259857,10,NaN,BERNARD'S WEAR,9017 S COMMERCIAL AVE 1,60617
259877,18,NaN,UNIVERSAL SYSTEMS GROUP,3533 W 84TH PL,60652
259887,8,NaN,STRAWBERRY SHEARS,1133 E 95TH ST,60619
25990,30,NaN,S & M CARPETS INC,3435 N MILWAUKEE AVE 1ST,60641
259920,31,NaN,BELMONT STATE CORPORATION,4940 W BELMONT AVE,60641
25996,42,NaN,PIONEER COURT FLORIST,200 E RANDOLPH ST  1ST,60601
259980,24,NaN,"Independence Ice Company, LLC",3927 W FIFTH AVE,60624
260018,42,NaN,DUNCAN & COMPANY,222 W MERCHANDISE MART PLZ  1536,60654
260025,50,NaN,HIGH RISE CHICAGO,3039 W GRANVILLE AVE,60659
260049,28,775,MAGIC CONVENIENCE,3447 W MADISON ST,60624
26006,1,NaN,L & L APPLIANCE MART INC,2553 W NORTH AVE 1ST,60647
260081,32,NaN,SOUTHPORT CLEANERS,2823 N SOUTHPORT AVE,60657
26012,5,708,SOUTH SHORE CURRENCY EXC,2110 E 71ST ST 1ST,60649
260124,42,NaN,FABRICUT INC.,222 W MERCHANDISE MART PLZ  6-152,60654
260158,42,NaN,LEONARD COHEN & ASSOCIATES,350 N ORLEANS ST 13 1380,60654
260190,42,925,LUNA TEXTILES,222 W MERCHANDISE MART PLZ  10106,60654
26023,11,NaN,CHARLES F BRUCKNER & SON INC,507 W 26TH ST,60616
260251,42,NaN,CINDERELLA CLEANERS,333 E ONTARIO ST,60611
26027,40,NaN,"NORTH SHORE AUTO SALES, INC.",2000 W PETERSON AVE,60659
26031,42,894,CONTINENTAL STYLISTS,231 S LA SALLE ST  A-100,60604
260337,33,775,FABULOUS FOOD MART,3300 W LAWRENCE AVE,60625
260465,22,NaN,LEE'S HERBS,3948 W 26TH ST  116,60623
260512,43,NaN,SPARKLE QUEEN,1936 N MOHAWK ST,60614
26054,25,774,YOYO'S LIQUORS,2155 W CERMAK RD  1ST,60608
260560,42,NaN,BUILD A BEAR WORKSHOP,700 E GRAND AVE  GF12,60611
260580,46,NaN,MEX AUTO ACCESSORIES,1114 W WILSON AVE  29,60640
260583,33,NaN,NAIL CARE,3148 W MONTROSE AVE,60618
260589,16,668,MID-KNIGHT SIGNS,2600 W 59TH ST,60629
26060,1,743,BEAUTY BAR,1444 W CHICAGO AVE,60642
260611,37,820,"RACHEL'S LEARNING CENTER, LTD.",5242-5244 W NORTH AVE,60639
260616,50,NaN,OASIS HEATING AND COOLING,6130 N CHRISTIANA AVE,60659
260647,41,NaN,"COGNISA SECURITY, INC.",5519 N CUMBERLAND AVE,60656
260658,16,770,KELLY CARTER,6024 S UNION AVE,60621
260673,42,NaN,CLASSY CITY BLING,400 W ONTARIO ST  603,60654
260686,42,NaN,CENTRAL PRINT SERVICES,363 W ERIE ST  200,60610
260714,25,775,SUPERMERCADO GUZMAN,1758 W 18TH ST,60608
26072,1,894,LA PATRIA BARBER SHOP,1056 N ASHLAND AVE 1ST,60622
260795,22,NaN,CERTIFIED MIDWAY AUTO REPAIR & REBUILDERS,4608 S CICERO AVE  FRONT,60638
260802,32,801,XFINITY,3128 N ASHLAND AVE,60657
260805,36,NaN,COMCAST,4445 W CORTLAND ST,60639
260848,32,775,7- ELEVEN,2010 N DAMEN AVE,60647
26085,15,774,EL PAISA LOUNGE,4523 S WOOD ST,60609
260853,27,784,JAPONAIS BY MORIMOTO,600 W CHICAGO AVE,60654
26086,12,829,LUCKY'S TAP,4046 S ARCHER AVE,60632
260873,42,NaN,RADA TRBOVIC,350 N ORLEANS ST  1255,60654
260885,6,820 | 823 | 824 | 821,"ALL ABOUT KIDS LEARNING ACADEMY, INC.",504-516 E 75TH ST 1,60619
260935,44,NaN,NEMA AND ASSOCIATES,3257 N SHEFFIELD AVE,60657
26098,25,NaN,PIEDRAS NEGRAS NITE DLUB,1727 W 18TH ST 1ST,60608
260995,36,NaN,INTER AUTO,5027 W FULLERTON AVE,60639
261,35,774,IRYS,2922 N MILWAUKEE AVE,60618
26100,36,NaN,DORIS UPHOLSTERY,5153 W FULLERTON AVE,60639
261000,42,NaN,Fiserv Solutions Inc.,255  FISERV DR 8TH,53045
261018,13,NaN,STANDARD CONSTRUCTION,6640 S KOLIN AVE,60629
261038,46,720,ABOUT FACE THEATRE,1222 W WILSON AVE,60640
261056,40,743,PICCOLO,2610-2612 W PETERSON AVE,60659
261067,1,NaN,RICHARD B. WRIGHT,1440-1444 W HUBBARD ST,60642
261069,42,NaN,"COFFEE MASTERS, INC.",222 W MERCHANDISE MART PLZ 12 350,60654
261144,38,NaN,ANDERSEN PLUMBING,4423 N CENTRAL AVE 1ST,60630
261191,37,NaN,CJ ARTIST MGMT & PRODUCTION CO.,1309-11 N CENTRAL AVE,60651
261237,40,NaN,URBAN EPICURE,1512 W BERWYN AVE,60640
261239,25,666,MARATHON AUTO CENTER INC.,1121 S JEFFERSON ST,60607
261298,27,NaN,US SERVICES INC.,3425 W CHICAGO AVE,60651
26130,44,624,RECORD EXCHANGE,925 W BELMONT AVE,60657
261342,4,NaN,JEFFREY N. NITCHKA,646 S STATE ST,60605
261343,44,775,PEKING CHINESE KITCHEN,3167 N HALSTED ST,60657
261361,11,NaN,RC TRANSMISSION,1139 W 31ST ST,60608
261362,18,712,"LOU'S AUTO MAINTENANCE & REPAIR, INC.",2641 W 71ST ST,60629
261379,48,775,PANDA PANDA,5458 N BROADWAY,60640
261380,28,NaN,REDUX OFFICE FURNITURE,2444 W 16TH ST,60608
261404,3,NaN,CARLOS,4905 S MICHIGAN AVE  306,60615
261409,33,NaN,ALBANY PARK COIN LAUNDRY,5000 N KEDZIE AVE,60625
26141,19,NaN,THE EDUCATION DEPOT INC,10708 S WESTERN AVE  1ST,60643
261438,14,NaN,HOOHOBBERS,2847 W 47TH PL,60632
26144,32,NaN,MISCELLANIA,2323 W BELMONT AVE,60618
261449,30,NaN,STARDUST CONSTRUCTION INC.,5854 W SCHOOL ST,60634
261527,10,775,TAQUERIA TAMAULIPAS,10148 S EWING AVE,60617
26153,1,NaN,TILE OUTLET LTD,2434 W FULLERTON AVE,60647
26156,31,NaN,CRAGIN ANIMAL HOSPITAL,3042 N CICERO AVE  1ST,60641
26158,15,NaN,CRUCIAL GEAR,4640 S ASHLAND AVE,60609
261589,42,763,ACCENTS,301 E NORTH WATER ST,60611
261598,39,673,"NYBERG ENTERPRISES, INC.",4525 N LOWELL AVE,60630
26160,35,624,ARCENEIBIA JEWELRY CORP,2710 N MILWAUKEE AVE,60647
261616,32,NaN,BAKER CONSTRUCTION GROUP,2222 N ELSTON AVE  201,60614
26163,35,624,LA CARIDAD JEWELRY & PERFUMES,2828 N MILWAUKEE AVE 1ST,60618
26164,21,NaN,C & G DISCOUNT FURNITURE,1300 W 99TH ST  1ST,60643
261663,42,NaN,METRO CHICAGO INFORMATION CENTER,360 N MICHIGAN AVE  1409,60601
261689,11,NaN,ART DOSE INC.,3614 S LOWE AVE,60609
261730,26,NaN,FAMILIA FOODS,2158 N HAMLIN AVE,60647
261735,1,NaN,BARK CHICAGO INC.,2450 N WESTERN AVE,60647
261773,25,NaN,"CIMCO, A DIVISION OF COMCAST BUSINESS SERVICES",601 W POLK ST 2 200,60607
261795,24,NaN,ROOSEVELT AT KEDZIE CURRENCY EXCHANGE,1219 S KEDZIE AVE,60623
261808,42,775,BENZ LIQUORS,15A E OHIO ST,60611
261857,2,NaN,APARTMENT AIDES,1446 W FULLERTON AVE,60614
261861,30,NaN,INETA PASVENSKIENE,5815 W HENDERSON ST,60634
26189,30,624,"ELECTRONIC ENGINEERS , INC",5530 W BELMONT AVE,60641
261894,48,NaN,JACKELINE ESTEVEZ,5052 N MARINE DR  2C,60640
261914,2,NaN,RILEY,1659 N DAMEN AVE,60647
261923,29,864,"KLC GLOBAL SERVICES, LTD.",1900 N AUSTIN AVE,60639
261927,4,775,MICKY'S CHICKEN,408 S CLARK ST,60605
261972,24,NaN,AMERICAN PALLETS RECYCLING & SERVICES INC.,4630 W HARRISON ST,60644
261979,37,NaN,TREASURES OF LOVE RECORDS,4821 W BLOOMINGDALE AVE,60639
261981,42,NaN,RELAY SPORTS & EVENT MARKETING,303 E WACKER DR  400,60601
26199,11,NaN,BRIDGEPORT PET BOUTIQUE,824 W 35TH ST  1,60609
262,44,763,KIRKWOOD BAR & GRILL,2934-36 N SHEFFIELD AVE 1ST,60657
262010,50,NaN,ARMAN MECHANICAL,6325 N TROY ST,60659
26205,37,829,DOGGIE INN LOUNGE,5525 W NORTH AVE  1,60639
262066,25,775,BARGE IN,2301 S UNION AVE,60616
262087,6,NaN,AALIYAH HAIR BRAIDING,710 E 83RD ST,60619
262110,41,895,RAZA COMMUNICATION,5219 N HARLEM AVE 1ST,60656
262112,31,NaN,O.G. HVAC SERVICES,2328 N KOSTNER AVE,60639
26213,42,763,REGENCY GIFT SHOPS,71 E WACKER DR 1ST,60601
262165,42,NaN,VERSTEEL,222 W MERCHANDISE MART PLZ  1093,60654
262169,10,775,SUPERMERCADO EL TAPATIO,10300 S EWING AVE,60617
262200,2,720,STREETVILLE ORGANIZATION OF ACTIVE RESIDENTS,215 E CHICAGO AVE  212,60611
262250,27,895,MAGNIFIQUE,153 W NORTH AVE,60610
262290,48,NaN,JESUS S. MARTINEZ,6114 N WINTHROP AVE 3S,60660
262311,31,796,ISLA TROPICAL,2335 N CICERO AVE,60639
262324,37,NaN,COMPLETELY CLEAN INC.,932 N AVERS AVE,60651
26234,25,NaN,HOLLUB HEATING INC,1042 W JACKSON BLVD  1,60607
262341,24,NaN,I DESIRE,3413 W HARRISON ST,60624
262343,38,NaN,KARR HOME IMPROVEMENT,3942 N CENTRAL AVE,60634
26236,27,NaN,CONSUMERS SUPPLY CO,1114 W LAKE ST,60607
262366,4,775,SPORTSERVICE SOLDIER FIELD,1410 S MUSEUM CAMPUS DR,60605
262383,48,NaN,ASHTON HELMAN,5821 N BROADWAY,60660
26241,29,NaN,CAMERON-MILLER INC,5410 W ROOSEVELT RD  241,60644
262445,21,NaN,A PASSION 4 HAIR,8553A S ASHLAND AVE,60620
262494,43,775,SUBWAY,2412 N LINCOLN AVE,60614
262502,11,NaN,SOUTHSIDE WHOLESALE,4230 S EMERALD AVE,60609
262529,19,624,"C F A O TECHNICAL SERVICES, INC.",1824 W 95TH ST,60643
262541,42,763,Rockit Bar & Grill,22 W HUBBARD ST,60610
262578,33,775,JCBK CITGO GAS MART INC.,3057 N KEDZIE AVE,60618
262630,27,NaN,EC CONSTRUCTION,933 N ST LOUIS AVE,60651
262633,44,704,Studio Within,3000 N SHEFFIELD AVE 1ST FL & BSMT,60657
262679,46,NaN,EXPO BEAUTY SUPPLY INC,4601 N BROADWAY  1,60640
262696,13,666,KOSTNER  CITGO,4401 W 55TH ST,60632
26273,22,NaN,RAUCH CLAY SALES CORP,3037 S CHRISTIANA AVE  1,60623
262730,34,NaN,GARNETTA G. GORDON,11919 S EMERALD AVE,60628
26275,47,NaN,E-Z BAGGE COMPANY,2100 W BELLE PLAINE AVE,60618
262764,42,NaN,BIEDERMAN & SONS INC,222 W MERCHANDISE MART PLZ 12 456,60654
262770,40,864,LA POLAR,6538 N CLARK ST,60626
262804,31,666,"AVESHAM DEVELOPMENT, LLC",4444 W FULLERTON AVE,60639
262807,32,NaN,CUSTOM BUILT CONSTRUCTION,3046 W ARMITAGE AVE,60647
262817,5,775,"INGLESIDE FOOD MARKET, INC.",5117 S INGLESIDE AVE,60615
262830,47,NaN,NORTHCENTER CHRISTIAN BOOKSTORE,4054 N LINCOLN AVE,60618
262875,42,NaN,"SBC SERVICES, INC",225 W RANDOLPH ST  Z1,60606
262876,43,NaN,THE ACADEMIC APPROACH,342 W ARMITAGE AVE  342,60614
262919,36,NaN,CLASSIC RESTORATION,4929 W GRAND AVE,60639
26297,44,NaN,DEXTER LOCK SERVICE,3300 N HALSTED ST 1ST,60657
262991,1,NaN,STREAMLINE WIRELESS,1513 N MILWAUKEE AVE,60622
263001,47,NaN,MR. CARPET COMPANY,1652 W ROSCOE ST,60657
26302,42,NaN,ALLIED GEM APPRAISERS LTD,55 E WASHINGTON ST  404,60602
26303,13,NaN,CRESTWOOD MOTOR SALES,6456 S CICERO AVE,60638
263071,4,NaN,INTERGRITY ELEVATOR COMPANY,47 W POLK ST  100,60605
263086,11,NaN,"TORTORELLOS SPRINKLING SYSTEMS, INC",3220 S SHIELDS AVE 1ST,60616
263227,42,NaN,IMAGING & PRINTING CORPORATION,205 W WACKER DR 3 322,60606
263257,27,NaN,CA DESIGN & IRON INC.,3733 W GRAND AVE,60651
263274,19,704,FACE TO FACE,3502 W 111TH ST,60655
263317,25,NaN,"DALIN ENTERPRISE, INC.",916 W 21ST ST,60608
263389,28,NaN,BANKS DECORATING SERVICE,5027 W WASHINGTON BLVD,60644
26340,38,712,MONTROSE AUTO CLINIC INC,5801 W MONTROSE AVE,60634
263401,14,NaN,GATEWAY  NEWSTAND,4900 S KEDZIE AVE,60632
263460,30,775,KINDRED CHICAGO-CENTRAL HOSPITAL,4058 W MELROSE ST,60641
263480,13,NaN,HOTTEST,6805 S PULASKI RD,60629
263491,35,NaN,ALDONA DUDEK,2536 N SAWYER AVE,60647
263501,13,763,55TH & PULASKI SHELL,5500 S PULASKI RD,60629
263530,13,NaN,SU NUEVA LAVANDERIA,4314 W MARQUETTE RD,60629
26354,4,NaN,GEORGE LAUTERER CORP.,619 S LA SALLE ST 7 7TH,60605
263547,14,NaN,KHW PHONE CARDS DISCOUNT,3218 W 55TH ST  2,60632
263570,25,NaN,"CHOI DESIGN, INC.",1017 W WASHINGTON BLVD  UNIT 4A,60607
263576,45,NaN,ROSE NAILS,5787 N MILWAUKEE AVE,60646
263628,42,720,THE JOHN BUCK COMPANY FOUNDATION,1 N WACKER DR 24TH 2400,60606
263641,13,763,7-ELEVEN,4500 W 63RD ST,60629
263658,45,NaN,"EXPRESS AUTO SERVICE, INC.",5374 N ELSTON AVE,60630
26366,42,NaN,7/20/11 - 7/22/11 Just Jewelry (Indoor Sales O...,111 E WACKER DR,60601
263670,33,775,KIMBALL MINI MART,4125 N KIMBALL AVE,60618
263683,17,NaN,ONE STOP FOOD & GROCERY,7357 S RACINE AVE,60636
263697,47,775,LUTZ CONTINENTAL CAFE & PASTRY SHOP,2454-2458 W MONTROSE AVE,60618
263704,47,668,"50,000FEET, INC.",1700 W IRVING PARK RD 1 110,60613
26372,42,NaN,THEO'S,29 E MADISON ST,60602
263721,35,NaN,JENNIFER L. CIHAK,3744 N ST LOUIS AVE,60618
263729,47,NaN,THE UPS STORE,4064 N LINCOLN AVE,60618
26376,11,816 | 602,"ELGIN SWEEPING SERVICES, INC.",1015 W PERSHING RD 1ST,60609
263793,6,775,EASY GO SUPER SAVE,6659 S HALSTED ST,60621
26384,42,NaN,R S JOHNSON-INTL GALLERY INC,645 N MICHIGAN AVE 9TH 990,60611
263862,35,NaN,CHICAGO HOUSEWARE INTERNATIONAL 99 CENTS PLUS,2866 N MILWAUKEE AVE,60618
263878,12,NaN,ALTMAN MACHINERY CO,4343 S OAKLEY AVE,60609
263881,42,NaN,ETHAN LORD JEWELERS,5 S WABASH AVE  S-614,60603
263900,42,NaN,SWANK AUDIO VISUAL,230 N MICHIGAN AVE,60601
263901,42,NaN,EMBARKMEDIA,333 E ONTARIO ST 19 1904B,60611
263908,9,763,"DOLLAR KING FOOD, INC.",11136 S MICHIGAN AVE,60628
26391,34,NaN,103RD & HALSTED CURRENCY EXCH,801 W 103RD ST,60643
263938,32,NaN,DULCERIA LATINO,2502 N MILWAUKEE AVE UNIT 220 1,60647
263943,47,NaN,PROP TEES,3327 N LINCOLN AVE 1ST,60657
264,18,763,LOCAL 83,8355 S PULASKI RD,60652
264006,42,775,JIMMY JOHN'S SANDWICHES,180 N LA SALLE ST 1ST 111,60601
264014,29,NaN,TANFASTIC,2619 A N HARLEM AVE  A,60707
26403,26,NaN,PAUL RIES & SON,3938 W ARMITAGE AVE 1ST,60647
264068,30,NaN,MEXIGIROS EXPRESS INC,6137 W DIVERSEY AVE,60639
264093,35,NaN,CARRANZA STONE CORP.,4106 W ARMITAGE AVE REAR,60639
264115,18,775,HANBALLS FOOD AND DELI,3776 W 79TH ST,60652
26412,18,NaN,OIL EXPRESS,3422 W 79TH ST 1ST,60652
264163,28,NaN,PAPA AUTO REBUILDERS,4643 W HURON ST,60644
264164,42,NaN,FOREVER 21,520 N MICHIGAN AVE 220 220,60611
264186,16,NaN,ROCKFORD MEDICAL IMAGING,6032 S HALSTED ST,60621
26421,47,708,MONTROSE RAVENSWOOD CURR EXCH,1808 W MONTROSE AVE 1ST,60613
264251,17,775,KING FOOD & LIQUOR,6759 S WESTERN AVE,60636
264255,14,NaN,MUEBLERIA DOMARRY,5440 S KEDZIE AVE 1ST,60632
264257,20,763,CITGO GAS,6661 S STATE ST,60637
264266,42,NaN,ROCKMAN ET AL,560 W WASHINGTON BLVD  240,60661
264267,8,NaN,DIGITAL SOUND AUDIO,1050 E 95TH ST  1,60619
26428,32,NaN,DIVERSEY SOUTHPORT CURRENCY EX,1356 W DIVERSEY PKWY,60614
26429,14,708,AZTECA 51ST & KEDZIE CURRENCY EXCHANGE INC.,5100 S KEDZIE AVE,60632
264354,35,763,LAS GRANJAS SUPERMARKET,3440 W MONTROSE AVE,60618
264405,31,NaN,TENTSIN  RESTAURANT,2446 N LARAMIE AVE,60639
264414,42,602,"JOSEPH FREED & ASSOCIATES, LLC",11 E MADISON ST LL L100,60602
264437,37,763,MEL-BAY GROCERY,4401 W CORTEZ ST,60651
264451,46,720,"APNA GHAR, INC.","4753 N BROADWAY  5,6 & 9 632,509,",60640
264468,42,720,THE AUXILIARY BOARD OF NORTHWESTERN MEMORIAL H...,251 E HURON ST 3RD 3-200,60611
264472,29,775,NICK'S GRILL,7041 W GRAND AVE,60707
264492,41,NaN,MY HOME,5243 N NEW ENGLAND AVE,60656
264495,25,NaN,T E P A WHOLESALE,2503 S BLUE ISLAND AVE,60608
264639,27,NaN,AUTOHAUS MOTOR WERKS,1518 N THROOP ST,60622
264656,14,NaN,ED'S,5028 S ARCHER AVE,60632
264668,29,NaN,SCREENWORKS SUPPLY CORP.,1900 N AUSTIN AVE,60639
26469,50,708,DEVON & WESTERN CURR EXCH INC,2400 W DEVON AVE 1ST,60659
264702,42,638,INDIA HOUSE,59 W GRAND AVE 1ST,60610
264716,42,NaN,"INFORM MARKETING RESEARCH, INC.",30 E ADAMS ST  940,60603
26472,42,659,175 W Jackson Currency Exchange,175 W JACKSON BLVD LOBBY,60604
26476,31,NaN,ARTEL JEWELERS INC,5605 W BELMONT AVE,60634
264771,27,NaN,"CLIMATEMP SERVICE GROUP, L.L.C.",2225 W HUBBARD ST,60612
264787,27,NaN,REDMOON THEATER,1438 W KINZIE ST,60642
264823,29,NaN,HILLCO HOME PRODUCTS,1714 N NEVA AVE,60707
264833,43,NaN,STATE STREET BARBERS,1151 W WEBSTER AVE,60614
264859,28,NaN,VARGAS ARTS,1500 S WESTERN AVE 5 005,60608
26486,44,829,SHAKERS ON CLARK,3160 N CLARK ST 1ST,60657
264870,27,NaN,ILLUSIONS ON GRAND LTD.,1210 W GRAND AVE,60642
264878,12,NaN,EL DURAN ENTERPRISES,4100 S ASHLAND AVE 1 57&58,60609
264879,26,NaN,WAYNE E NELSON,3229 W MCLEAN AVE,60647
264909,27,775,FOGON,1235 W GRAND AVE,60642
264933,25,NaN,"ALARM PRESS, LLC",222 S MORGAN ST 3RD 3 E,60607
264980,5,NaN,ACCESSORIES AND MORE,7009 S PAXTON AVE,60649
265,1,743,FIRESIDE BOWL INC,2646 W FULLERTON AVE,60647
26500,4,NaN,"CHICAGO UNITED INDUSTRIES,LTD.",53 W JACKSON BLVD 8TH 815,60604
265050,42,NaN,TOPAZ,155 N HARBOR DR  4808,60601
265103,45,NaN,"City Service Electric, Inc.",5710 N NORTHWEST HWY 1,60646
265105,7,NaN,CLARISSA,7121 S EAST END AVE 2 B,60649
265142,42,NaN,A.T. ART DESIGNS INC,5 S WABASH AVE  1002,60603
265165,26,NaN,ALSAYNA S. DOUGLAS,2130 1/2 N KEDZIE AVE,60647
265175,38,NaN,WIESLAWA'S HERBS,5851 W IRVING PARK RD  FRONT,60634
265177,49,NaN,KRISTIN KITKO,1155 W LUNT AVE  255,60626
26518,16,NaN,FASHION 63,2417 W 63RD ST 1ST,60629
26523,30,NaN,MACK'S MOTOR SALES INC,3229 N PULASKI RD,60641
265254,49,775,BUFFALO JOE'S ON HOWARD,1841 W HOWARD ST,60626
26533,42,638,MURASAKI,211 E ONTARIO ST  1-E,60611
26534,17,829,PARKSIDE INN,3144 W MARQUETTE RD  1,60629
265391,25,NaN,CELTIC FUNDING SERVICES,1905 S TOM PKWY,60616
265393,30,NaN,RODRIGUEZ NOTARY SERVICES INC.,5416 W FULLERTON AVE,60639
265462,23,NaN,TRESURES CHEST PRODUCTS,4048 W 63RD ST,60629
26548,15,NaN,SQUARE DEAL SHOE REPAIR,2016 W 51ST ST  1ST,60609
265519,25,NaN,MARGARITA HUERTA,1536 W 18TH PL,60608
265520,35,NaN,MERNA BEAUTY SALON,3436 W IRVING PARK RD,60618
265531,36,NaN,GALENO'S AUTO REPAIR,6327 W GRAND AVE,60639
26555,38,NaN,LALA'S BEAUTY SHOP,7245 W IRVING PARK RD  1ST,60634
265567,44,624,DISCUS CD EXCHANGE,2935 N BROADWAY,60657
265584,7,NaN,JELANI A BOLINE,9334 S MERRILL AVE,60617
26561,29,NaN,AUTO CARE EXPRESS,5753 W NORTH AVE 1ST,60639
265616,42,775,HABANERO,222 W MERCHANDISE MART PLZ 2ND FC - 8,60654
26563,47,NaN,ALBANY AUTO SALES,4030 N ROCKWELL ST,60618
26564,27,NaN,ORSOLINI WELDING & FAB INC,3040 W CARROLL AVE 1ST,60612
265644,48,763,7 - ELEVEN,5457 N CLARK ST,60640
265668,43,NaN,ADVANCE PLACEMENT SERVICES,2683 N BURLING ST,60614
265674,32,NaN,ANDREW F ANDESTIC,2516 N KEDZIE BLVD  2W,60647
265708,19,673,ALL AMERICAN HEATING AND COOLING,10645 S WHIPPLE ST,60655
265720,42,NaN,THE LANCASTER DEVELOPMENT GROUP LLC,303 E WACKER DR  2750,60601
265786,44,NaN,STUDIO NAILS,3149 N HALSTED ST,60657
265834,2,NaN,2 R Z CONSTRUCTION LLC,1629 N ELSTON AVE,60622
26588,42,923,ERCKMAN JEWELRY,55 E WASHINGTON ST  807,60602
265892,42,895,TRAN NAILS SALON,100 E WALTON ST 1 109,60611
265896,41,775,"ANDIAMO'S O'HARE, LLC",11601 W TOUHY AVE,60666
265942,42,638,POTTER'S,17 E MONROE ST 2,60603
265956,9,775,PEPE'S TACO,2 E 112TH PL,60628
265975,3,NaN,ER CONSULTING,4239 S MICHIGAN AVE,60653
266000,4,775,LIBERTY COFFEE AND TEA,401 S LA SALLE ST,60605
26606,37,NaN,"S &S BAG & BURLAP CO., INC",1033 N CICERO AVE 1ST,60651
