vid,make,model,year,fuel_type,owner
6960,TOYOTA,SIENNA,2019,GASOLINE,DWEBAN INC
3818,TOYOTA,RAV4,2016,HYBRID,OKABS INC
2639,TOYOTA,CAMRY,2015,HYBRID,CRYSTAL EXPRESS INC.
2664,TOYOTA,CAMRY,2011,HYBRID,"GREENLINE TAXICAB, INC."
236,TOYOTA,PRIUS,2012,HYBRID,IL 9 CORP
5733,TOYOTA,SIENNA,2019,GASOLINE,TRUEDREAM MALAK TRANS INC
1439,TOYOTA,CAMRY,2012,HYBRID,J.M. CAB CO.
5284,TOYOTA,PRIUS,2014,HYBRID,"CORTANY 1 TRANS, INC."
5736,KIA,SORENTO,2014,GASOLINE,DADA'S EXPRESS INC
78,TOYOTA,SIENNA,2019,GASOLINE,ALBIE'S CORP.
5765,TOYOTA,SCION,2015,GASOLINE,BRIGHT TAXICAB INC.
1705,FORD,ESCAPE,2011,HYBRID,SNOWFALL II HACKING CORP
1965,TOYOTA,CAMRY,2017,HYBRID,1965 TAXI LLC
4870,TOYOTA,CAMRY,2016,HYBRID,HASAN ZANI CORP.
4097,TOYOTA,PRIUS,2013,HYBRID,CHITOWN CAB INC. #IV
1682,TOYOTA,SIENNA,2020,GASOLINE,CASA BLANCA EXPRESS INC
4304,TOYOTA,CAMRY,2014,HYBRID,SEKHON CAB CO INC
6469,TOYOTA,PRIUS,2012,HYBRID,TEDLA INC
4315,TOYOTA,RAV4,2016,GASOLINE,SASIM INC.
579,TOYOTA,CAMRY,2015,HYBRID,MPA CAB CO
1332,FORD,ESCAPE,2012,HYBRID,KILLER DOG CAB CORP
2469,TOYOTA,CAMRY,2014,HYBRID,BHATTI TAXI INC
1944,TOYOTA,PRIUS,2014,HYBRID,LIGHT BREEZE CAB CORP.
703,TOYOTA,CAMRY,2012,HYBRID,SAPNA CORPORATION
870,TOYOTA,CAMRY,2015,HYBRID,"J WESLEY, CORPORATION"
2293,TOYOTA,CAMRY,2012,HYBRID,"U-KEY, INC."
3981,TOYOTA,PRIUS,2013,HYBRID,BOULEVARD CORP
709,TOYOTA,COROLLA,2018,GASOLINE,NEMESIS CAB CORP.
1614,FORD,C-MAX,2013,HYBRID,OIA CAB CORP.
228,FORD,ESCAPE,2012,HYBRID,D & G CAB CORP
5860,FORD,ESCAPE,2012,HYBRID,LUCKY SEVEN CHICAGO THREE INC.
2681,TOYOTA,CAMRY,2016,HYBRID,MCCAB X CORP.
2076,TOYOTA,PRIUS,2014,HYBRID,GOLEMI TRANS INC
285,TOYOTA,CAMRY,2013,HYBRID,DANKUR INC.
6034,TOYOTA,PRIUS,2012,HYBRID,ADIL & ZAINAB CORP
6829,NISSAN,ALTIMA,2011,HYBRID,ALFA TAXI LLC
4018,TOYOTA,PRIUS,2016,HYBRID,JIBICHO INC
1340,TOYOTA,RAV4,2016,GASOLINE,SAMSOL INTERNATIONAL INC.
4623,TOYOTA,CAMRY,2014,HYBRID,LEON CAB INC
5843,TOYOTA,RAV4,2018,HYBRID,KHYBER EXPRESS INC
5877,TOYOTA,CAMRY,2015,HYBRID,CHATHA ENTERPRISES INC
1321,FORD,ESCAPE,2012,HYBRID,KILLER DOG CAB CORP
3429,TOYOTA,SCION,2014,GASOLINE,ORANGE CAB CO
6426,TOYOTA,CAMRY,2016,HYBRID,ALI BABBA EXPRESS INC.
4387,TOYOTA,CAMRY,2012,HYBRID,LM CAB INC.
3908,FORD,ESCAPE,2012,HYBRID,SLSJETS I CAB CORP.
989,TOYOTA,CAMRY,2019,GASOLINE,SHAHID TAXI INC
4749,TOYOTA,CAMRY,2014,HYBRID,SOS TWO INC.
5905,TOYOTA,COROLLA,2020,HYBRID,OLYMPIA CAB CO
2890,TOYOTA,CAMRY,2013,HYBRID,DHILLON CAB CORP
5844,TOYOTA,PRIUS,2015,HYBRID,EDGAR INC
6439,TOYOTA,CAMRY,2012,HYBRID,DANKUR INC.
396,TOYOTA,PRIUS,2015,HYBRID,MCCAB XI CORP.
2902,TOYOTA,CAMRY,2013,HYBRID,PJ CAB CO
5973,TOYOTA,PRIUS,2014,HYBRID,AKS CAB CO
5988,TOYOTA,CAMRY,2016,HYBRID,CHATHA ENTERPRISES INC
3595,FORD,ESCAPE,2011,HYBRID,JULY CAB CORP.
329,TOYOTA,CAMRY,2019,HYBRID,REHMAT CORP.
2070,FORD,ESCAPE,2012,HYBRID,"LUCKY SEVEN CHICAGO, INC."
4349,TOYOTA,SCION,2013,GASOLINE,BIRA GILL INC.
4940,NISSAN,SENTRA,2019,GASOLINE,KALAVRITA CAB CORP
2857,TOYOTA,CAMRY,2014,HYBRID,FAMILY EXPRESS INC.
4319,NISSAN,SENTRA,2019,GASOLINE,METRO GLOBAL INC
3946,FORD,ESCAPE,2012,HYBRID,J & I CAB CORP
4574,TOYOTA,CAMRY,2013,HYBRID,NORTH KING CAB COMPANY
2228,TOYOTA,CAMRY,2013,HYBRID,WINNEMAC TAXI CORP
1858,TOYOTA,PRIUS,2014,HYBRID,AUGUST CAB CORP.
4720,TOYOTA,SIENNA,2019,GASOLINE,"NAXOS TRANS, INC."
3873,TOYOTA,CAMRY,2014,HYBRID,CHITOWN CAB INC # II
2508,TOYOTA,CAMRY,2015,HYBRID,A1 CAB SERVICE LLC
4341,TOYOTA,CAMRY,2016,HYBRID,SYED T FATEMI
3614,TOYOTA,CAMRY,2014,HYBRID,HOLLY BULL CAB CORP
3475,TOYOTA,CAMRY,2014,HYBRID,CIVIC CORP
2773,TOYOTA,CAMRY,2014,HYBRID,JOZI CAB CO
6674,TOYOTA,SIENNA,2016,GASOLINE,WARSAN CAB COMPANY
1753,FORD,ESCAPE,2011,HYBRID,SLSJETS IV CAB CORP.
3447,FORD,ESCAPE,2012,HYBRID,TIPTOM INC.
4135,TOYOTA,PRIUS,2011,HYBRID,SARAH AND SAMIR CO.
3333,TOYOTA,CAMRY,2013,HYBRID,KNOWTICA CAB CO
4523,TOYOTA,SIENNA,2019,GASOLINE,HAZAL TRANSIT INC.
4745,TOYOTA,RAV4,2017,HYBRID,FRONT LINE TAXI INCORPORATED
5130,TOYOTA,PRIUS,2013,HYBRID,BAZZI CAB COMPANY
6015,TOYOTA,PRIUS,2014,HYBRID,ZYLON EXPRESS INC
2197,TOYOTA,CAMRY,2011,HYBRID,BERHANE HABTEMARIAM TAXI CO.
3345,TOYOTA,CAMRY,2014,HYBRID,GS CAB CO.
38,TOYOTA,SIENNA,2019,HYBRID,CAPITAL CROWN CAB LLC
392,TOYOTA,CAMRY,2014,HYBRID,MCCAB XI CORP.
6483,TOYOTA,PRIUS,2015,HYBRID,"FELEGA, INC."
764,FORD,ESCAPE,2012,HYBRID,JZG TRANSIT CO.
2953,TOYOTA,PRIUS,2013,HYBRID,ROADWAY INC
6169,TOYOTA,CAMRY,2017,GASOLINE,MIGHTY CONCEPTS INC
1902,TOYOTA,PRIUS,2018,HYBRID,"ARSLAN TRANS, INC."
1537,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO V, INC."
1190,TOYOTA,CAMRY,2013,HYBRID,CHICAGO DOWNTOWN CORP
3497,TOYOTA,SCION,2013,GASOLINE,EDWARD Y MOHN
4321,TOYOTA,CAMRY,2014,HYBRID,WESTERN CAB CO
3802,TOYOTA,COROLLA,2015,GASOLINE,ITHAKA CAB CORP
3589,TOYOTA,PRIUS,2014,HYBRID,CASBAH CAB COMPANY
1195,TOYOTA,PRIUS,2014,HYBRID,JERRY & SEBLE CAB COMPANY
374,FORD,ESCAPE,2012,HYBRID,GALA CAB CORP.
4335,TOYOTA,PRIUS,2014,HYBRID,PARIKH ENTERPRISES II INC
6098,TOYOTA,CAMRY,2017,HYBRID,NUMIDIA CO.
4240,TOYOTA,CAMRY,2020,HYBRID,SHRESTHA TRANS INC
888,TOYOTA,CAMRY,2015,HYBRID,MEDALLION FUNDING CHICAGO CORP IV
667,FORD,ESCAPE,2012,HYBRID,SUSAN CAB CORP.
2476,TOYOTA,PRIUS,2015,HYBRID,ANIS INC
4985,TOYOTA,CAMRY,2018,GASOLINE,MIR HUSSAIN CAB CORP
602,TOYOTA,CAMRY,2013,HYBRID,KWANG CAB INC
4143,NISSAN,SENTRA,2019,GASOLINE,KALAVRITA CAB CORP
1847,TOYOTA,CAMRY,2016,HYBRID,KASSEM CAB CO.
1578,TOYOTA,PRIUS,2012,HYBRID,ONE CHATHA INC
3264,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO VI, INC."
3462,FORD,ESCAPE,2012,HYBRID,TIPTOM INC.
6150,TOYOTA,PRIUS,2013,HYBRID,HOLY LAND CAB CO
3895,TOYOTA,SIENNA,2015,GASOLINE,GILMART ENTERPRISES INC.
6270,TOYOTA,CAMRY,2016,HYBRID,KE ASSOCIATES INC
4545,TOYOTA,SIENNA,2019,GASOLINE,ALMOHAJEER INC
1296,NISSAN,SENTRA,2019,GASOLINE,CHARLES TAXI LLC
2868,TOYOTA,PRIUS,2013,HYBRID,"CIOCIU, INC."
6124,TOYOTA,CAMRY,2015,HYBRID,OHARE-MIDWAY INC.
6391,TOYOTA,COROLLA,2017,GASOLINE,ATHINA CAB CORP.
6347,TOYOTA,CAMRY,2010,HYBRID,S.S.M.J. KHAN INC.
3054,TOYOTA,PRIUS,2012,HYBRID,CHATHA CAB CO
6337,TOYOTA,CAMRY,2014,HYBRID,NEXT GEN TAXI II INC
1900,TOYOTA,SIENNA,2012,GASOLINE,TKL CAB INC.
4366,TOYOTA,CAMRY,2015,HYBRID,CHICAGO MEDALLION THREE LLC.
6586,TOYOTA,PRIUS,2013,HYBRID,AMRIT CAB CO.
4343,TOYOTA,CAMRY,2015,HYBRID,SEKHON TRANSIT INC
6129,TOYOTA,PRIUS,2015,HYBRID,NEPAL CAB CORP
6158,TOYOTA,PRIUS,2015,HYBRID,ADULIS EXPRESS INC.
3240,TOYOTA,CAMRY,2010,HYBRID,"TEDROS FAMILY, INC."
6596,TOYOTA,CAMRY,2014,HYBRID,GAUHER INC
6328,TOYOTA,PRIUS,2014,HYBRID,NANEFFE INC.
620,FORD,ESCAPE,2012,HYBRID,DANIELLA CAB CORP.
6543,TOYOTA,COROLLA,2020,GASOLINE,TRIPLE Z ENTERPRISES LLC
2673,TOYOTA,CAMRY,2012,HYBRID,U S TAXI COMPANY
94,TOYOTA,CAMRY,2019,HYBRID,RO. TAXI CORP.
2601,TOYOTA,PRIUS,2017,HYBRID,"LUBNA, INC."
6165,TOYOTA,PRIUS,2012,HYBRID,PEACE INC.
5954,VPG,MV-1,2012,COMPRESSED NATURAL GAS,AUGUST CAB CORP.
3576,TOYOTA,CAMRY,2014,HYBRID,CHICAGO CITY CAB CO
6339,TOYOTA,PRIUS,2012,HYBRID,T & M TAXI CO
6378,TOYOTA,CAMRY,2013,HYBRID,POTALA CAB COMPANY
2877,TOYOTA,PRIUS,2015,HYBRID,EDEN CAB CO INC
783,TOYOTA,CAMRY,2016,HYBRID,VJOSA CAB CO.
811,FORD,ESCAPE,2012,HYBRID,"SHAUN LOVES CHICAGO, INC."
5924,TOYOTA,PRIUS,2012,HYBRID,3860 TAXI CORP
5028,HONDA,CRV,2013,GASOLINE,KPAAYAIN INC
3721,TOYOTA,PRIUS,2014,HYBRID,SANTAMARIA EXPRESS INC.
2889,TOYOTA,SIENNA,2020,GASOLINE,FIRST CHOICE TAXI LLC
2728,TOYOTA,CAMRY,2014,HYBRID,SRS CAB INC
1021,TOYOTA,PRIUS,2014,HYBRID,CHICAGO SEVEN INC
6569,TOYOTA,PRIUS,2013,HYBRID,BURNEY INC
4563,TOYOTA,PRIUS,2013,HYBRID,MALWA EXPRESS INC
1777,TOYOTA,CAMRY,2014,HYBRID,"WADOOD, INC"
4350,TOYOTA,PRIUS,2014,HYBRID,DEVINDER S. RANGI INC
3531,NISSAN,ALTIMA,2011,HYBRID,DIANA MANAGEMENT LLC
289,TOYOTA,PRIUS,2014,HYBRID,JOHNS CABS CORP.
1738,TOYOTA,PRIUS,2016,HYBRID,KIRUBEL CORP
6463,VPG,MV-1,2014,GASOLINE,SAPEX INC
307,FORD,ESCAPE,2012,HYBRID,GYPSY CAB CORP.
4738,DODGE,CARAVAN,2016,FLEX FUEL,CHICAGO MEDALLION FOUR LLC.
844,FORD,ESCAPE,2012,HYBRID,"SHAUN LOVES CHICAGO, INC."
5465,HYUNDAI,ELANTRA,2018,GASOLINE,ATHINA CAB CORP.
3011,TOYOTA,PRIUS,2014,HYBRID,JBL CAB INC
1987,TOYOTA,CAMRY,2012,HYBRID,BIBI CAB CO
4905,TOYOTA,CAMRY,2016,HYBRID,FOMEAK INC
110,TOYOTA,CAMRY,2011,HYBRID,CHAUDHRY STARS INC
4680,FORD,ESCAPE,2012,HYBRID,BAROMETER II HACKING CORP.
2939,HYUNDAI,SONATA,2014,HYBRID,MAYFAIR CAB LLC
5255,TOYOTA,RAV4,2017,HYBRID,SIDISIE INC
6648,TOYOTA,CAMRY,2014,HYBRID,R & J CAB CO
5104,TOYOTA,CAMRY,2015,HYBRID,YESRAB CORP.
4828,TOYOTA,CAMRY,2016,HYBRID,BOKE TRANS INC
4277,TOYOTA,CAMRY,2012,HYBRID,TEJ CAB CO. INC.
1495,TOYOTA,SIENNA,2015,GASOLINE,"FUNRIDE, INC."
247,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
742,TOYOTA,PRIUS,2015,HYBRID,HAAEK CORP
303,TOYOTA,COROLLA,2018,GASOLINE,MALTA CAB CORP
2180,TOYOTA,PRIUS,2011,HYBRID,OZENA INC
3518,TOYOTA,CAMRY,2016,HYBRID,QUETZAL TAXI CORPORATION
6227,TOYOTA,CAMRY,2014,HYBRID,R & J CAB CO
4845,TOYOTA,CAMRY,2016,HYBRID,AZMEER INC.
4842,TOYOTA,PRIUS,2011,HYBRID,INACIO CORP.
1452,TOYOTA,SIENNA,2018,GASOLINE,MILOS CAB CORP
671,FORD,ESCAPE,2012,HYBRID,"TYLER CRAZY ABOUT CHICAGO, INC."
5914,TOYOTA,CAMRY,2013,HYBRID,MAHAL CAB CO.
181,TOYOTA,CAMRY,2014,HYBRID,MAVANI'S CAB CORP.
5995,TOYOTA,CAMRY,2016,GASOLINE,THAM CAB CORP
6317,TOYOTA,CAMRY,2013,HYBRID,MAHLEAT INC
4352,TOYOTA,PRIUS,2012,HYBRID,PEACH CAPITAL CORP
3504,TOYOTA,CAMRY,2014,HYBRID,J C PETERS INC
3089,TOYOTA,CAMRY,2015,HYBRID,PETRUS CAB INC
6544,TOYOTA,PRIUS,2013,HYBRID,ERI TRANS INC.
1846,TOYOTA,CAMRY,2014,HYBRID,J K T CAB CO
308,TOYOTA,COROLLA,2018,GASOLINE,MALTA CAB CORP
1192,TOYOTA,CAMRY,2011,HYBRID,IFYDA CAB CO
2619,FORD,FUSION,2012,HYBRID,WIL-MAR CAB CO
318,FORD,ESCAPE,2012,HYBRID,YAHYA EXPRESS INC
5630,TOYOTA,PRIUS,2013,HYBRID,PATHFINDER CORP
6757,TOYOTA,CAMRY,2016,HYBRID,PRACHA CORP.
4362,TOYOTA,CAMRY,2012,HYBRID,TAHIR'S CORP
5797,TOYOTA,CAMRY,2010,HYBRID,H W FABER INC
5429,TOYOTA,COROLLA,2017,GASOLINE,ESMERALDA CAB CO
4007,HYUNDAI,SONATA,2015,GASOLINE,ROCAR CAB COMPANY INC
2073,FORD,ESCAPE,2012,HYBRID,LULU FOUR INC
2749,TOYOTA,CAMRY,2012,HYBRID,TRAVELERS CAB COMPANY
1744,TOYOTA,CAMRY,2013,HYBRID,TRIPLE SA INC.
2069,TOYOTA,CAMRY,2017,GASOLINE,ABDELHAFED AL-KHALAYLEH
4314,TOYOTA,CAMRY,2014,HYBRID,SANGHA 1 CORPORATION
5181,TOYOTA,CAMRY,2016,HYBRID,MCCAB X CORP.
6296,FORD,ESCAPE,2012,HYBRID,CHICAGO POLO VII INC.
3443,TOYOTA,CAMRY,2016,HYBRID,J J CHICAGO INC
3558,TOYOTA,CAMRY,2014,HYBRID,K & I ENTERPRISES INC
2416,TOYOTA,PRIUS,2013,HYBRID,AVENUE TRANSPORTATION INC
2239,TOYOTA,CAMRY,2014,HYBRID,T.K. BLAGOEV & CO INC
1690,TOYOTA,PRIUS,2016,HYBRID,GRACE TRANS INC.
4958,FORD,ESCAPE,2012,HYBRID,"LUCKY SEVEN CHICAGO TWO, INC."
910,TOYOTA,PRIUS,2013,HYBRID,CHICAGO SEVEN INC
1060,TOYOTA,CAMRY,2016,HYBRID,HORIZON CAB CO.
5100,TOYOTA,CAMRY,2012,HYBRID,KHAN CAB CO
2193,FORD,FUSION,2018,HYBRID,MAYFAIR CAB LLC
2114,TOYOTA,PRIUS,2011,HYBRID,FIRST CIVIC CORP
4378,TOYOTA,CAMRY,2013,HYBRID,D.H. CAB CO
3400,TOYOTA,CAMRY,2015,HYBRID,3400 CAB CORP.
86,TOYOTA,CAMRY,2014,HYBRID,MCCAB XX CORP.
2979,TOYOTA,CAMRY,2013,HYBRID,ASSYA CAB CO
5298,TOYOTA,CAMRY,2015,HYBRID,KAALA JUTT CAB COMPANY
2330,TOYOTA,PRIUS,2016,HYBRID,MR. TAXI INC.
5149,TOYOTA,CAMRY,2013,HYBRID,GILL TAXI COMPANY
1706,TOYOTA,CAMRY,2014,HYBRID,AL-QAMAR ENTERPRISES INC.
2355,TOYOTA,PRIUS,2017,HYBRID,AL-MEDINA TAXI INC
3995,TOYOTA,CAMRY,2013,HYBRID,ELIAS TAXI I LLC
2195,TOYOTA,CAMRY,2013,HYBRID,RAHMAN CAB INC
1956,DODGE,GRAND CARAVAN,2012,GASOLINE,BOULEVARD 2 CORP
2869,CHEVROLET,IMPALA,2014,GASOLINE,M.R.M. CORP
1248,TOYOTA,PRIUS,2013,HYBRID,BIG APPLE CAB ONE CO.
2594,TOYOTA,COROLLA,2020,HYBRID,ABAZA TRANS INC
4394,TOYOTA,PRIUS,2012,HYBRID,KELLY CAB CO
3503,TOYOTA,SIENNA,2017,GASOLINE,HANIFA A. GODER
5812,TOYOTA,CAMRY,2013,HYBRID,ADRIAN CAB CO.
4381,TOYOTA,COROLLA,2017,COMPRESSED NATURAL GAS,SAMI CAB CORP
2543,FORD,FUSION,2014,HYBRID,SNOWCAT TAXI LLC
3911,FORD,ESCAPE,2012,HYBRID,VIOLET ZONE CAB CO.
1726,TOYOTA,SIENNA,2019,GASOLINE,ALBERT B ABRAHIM
1562,FORD,FUSION,2014,HYBRID,CASTAWAYS CAB LTD
349,DODGE,GRAND CARAVAN,2013,GASOLINE,STARLIGHT TAXI CORP
280,TOYOTA,COROLLA,2016,GASOLINE,GARBACZ INC
4375,TOYOTA,CAMRY,2016,GASOLINE,ALEXANDER THE GREAT EXPRESS INC
1480,TOYOTA,PRIUS,2014,HYBRID,"FIERI, CORP"
4811,TOYOTA,CAMRY,2014,HYBRID,MATA CAB CO
1153,TOYOTA,CAMRY,2014,HYBRID,ROYA CAB CO
5635,TOYOTA,CAMRY,2014,HYBRID,HYUN DAI TAXI CAB INC
1418,TOYOTA,CAMRY,2016,HYBRID,SUSU TAXI INC
991,TOYOTA,CAMRY,2013,HYBRID,CHICAGO MEDALLION SEVEN LLC.
5610,TOYOTA,SIENNA,2017,GASOLINE,AMONICUS UNIVERSAL INC
2829,TOYOTA,PRIUS,2016,HYBRID,JULY CAB CORP.
3016,TOYOTA,SIENNA,2019,GASOLINE,DRAKE GLOBAL ENTERPRISES INC.
4588,TOYOTA,CAMRY,2012,HYBRID,JBL Express Inc.
6239,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XVII, INC"
2833,TOYOTA,PRIUS,2013,HYBRID,CHIEFY CAB CO
2286,TOYOTA,PRIUS,2014,HYBRID,SOPHIA CORP
4846,TOYOTA,PRIUS,2014,HYBRID,"JAZZY GILL, INC."
6340,TOYOTA,RAV4,2016,HYBRID,KINGDOM TRANSPORT INC.
2364,VPG,MV-1,2012,COMPRESSED NATURAL GAS,"LUCKY SEVEN CHICAGO ONE, INC."
1841,TOYOTA,RAV4,2016,HYBRID,AGARTHA M. BAFFOUR
2737,TOYOTA,PRIUS,2013,HYBRID,AUGUST CAB CORP.
3489,TOYOTA,CAMRY,2015,HYBRID,ULTRA INVESTMENT CORP
3048,FORD,ESCAPE,2012,HYBRID,BROWN EYES CAB CORP.
4402,TOYOTA,CAMRY,2017,HYBRID,TOUFIK CAB CO.
346,TOYOTA,CAMRY,2014,HYBRID,JIN CAB CORP I
1218,TOYOTA,SIENNA,2020,GASOLINE,KYEREMAACHAKUS INC
4427,TOYOTA,CAMRY,2013,HYBRID,CHICAGO MEDALLION THREE LLC.
5422,TOYOTA,PRIUS,2016,HYBRID,"LUCKY SEVEN CHICAGO TWO, INC."
5319,VPG,MV-1,2012,COMPRESSED NATURAL GAS,"CHICAGO POLO VIII, INC."
450,TOYOTA,PRIUS,2012,HYBRID,MUDI CAB CO.
4401,DODGE,CARAVAN,2013,FLEX FUEL,FEMDOT INC
2089,TOYOTA,COROLLA,2017,HYBRID,HANZILA KHAN INC.
3747,TOYOTA,PRIUS,2014,HYBRID,COHEN CAB CORP.
176,TOYOTA,CAMRY,2014,HYBRID,POLO TAXI CAB INC
1112,TOYOTA,COROLLA,2017,COMPRESSED NATURAL GAS,PETANI CAB CORP
1370,TOYOTA,PRIUS,2015,HYBRID,KARAM CORP
1240,TOYOTA,PRIUS,2012,HYBRID,CHITOWN CAB INC. #IV
2609,TOYOTA,CAMRY,2015,HYBRID,SPARTAN CAB CO
2958,TOYOTA,PRIUS,2014,HYBRID,"RSN 3, CORP"
355,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
6524,TOYOTA,CAMRY,2013,HYBRID,"SENAYT CAB, CO."
6374,TOYOTA,CAMRY,2017,HYBRID,MARIZA TAXI CORP
4408,TOYOTA,CAMRY,2014,HYBRID,ELSTON ELEVEN LLC
6019,TOYOTA,CAMRY,2014,HYBRID,FOUAZ INC
2690,FORD,FUSION,2016,GASOLINE,LUCKY 7 CAB COMPANY
5708,TOYOTA,PRIUS,2013,HYBRID,EDEN KELETA CAB CORP
6962,TOYOTA,SIENNA,2019,GASOLINE,CHITOWNCABBIE INC.
3329,TOYOTA,PRIUS,2012,HYBRID,SAVANAH TAXI INC
606,FORD,ESCAPE,2012,HYBRID,SLSJETS III CAB CORP.
5710,FORD,ESCAPE,2012,HYBRID,SLSJETS V CAB CORP.
3094,TOYOTA,CAMRY,2016,GASOLINE,G L B CAB CO
4578,TOYOTA,PRIUS,2013,HYBRID,KIRYAKOS CORP
6290,TOYOTA,SIENNA,2017,GASOLINE,"IRKLENAR, INC."
6740,TOYOTA,PRIUS,2013,HYBRID,KRUSHA & ANERI INC.
1211,TOYOTA,CAMRY,2019,HYBRID,YC20 LLC
1584,FORD,ESCAPE,2012,HYBRID,SLSJETS I CAB CORP.
4703,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO IX, INC."
5482,VPG,MV-1,2014,GASOLINE,"TAXI MEDALLION GROUP,LLC SERIESVIII"
5994,TOYOTA,COROLLA,2019,GASOLINE,HUKAM TRANSIT INC
3396,TOYOTA,PRIUS,2015,HYBRID,TAXI MEDALLION GROUP LLC SERIES II
3781,TOYOTA,SIENNA,2019,HYBRID,TAXSI CORP
5404,TOYOTA,CAMRY,2015,HYBRID,STGERI CAB CORP
5271,TOYOTA,CAMRY,2016,GASOLINE,MANAL & NAHLA CAB CO
1005,TOYOTA,RAV4,2016,GASOLINE,HIGHWAY CAB CO
2281,FORD,CROWN VICTORIA,2011,FLEX FUEL,SHERRY CAB CO INC
6626,TOYOTA,CAMRY,2013,HYBRID,VISTA CAB CO
3949,TOYOTA,CAMRY,2014,HYBRID,AL-MEDINA ENTERPRISES INC.
2018,NISSAN,NV200,2015,HYBRID,SLSJETS IV CAB CORP.
2948,TOYOTA,SIENNA,2012,GASOLINE,GLED CAB CO
3557,TOYOTA,CAMRY,2014,HYBRID,SHAHIDA INC
5990,TOYOTA,CAMRY,2012,HYBRID,SHURMA INT'L LIMITED
3772,TOYOTA,PRIUS,2013,HYBRID,AT HANIBBOC INC.
1722,TOYOTA,CAMRY,2014,HYBRID,RKJ CAB CO
279,TOYOTA,PRIUS,2012,HYBRID,IL 10 CORP
4271,TOYOTA,PRIUS,2012,HYBRID,BOULEVARD 1 CORP
1086,TOYOTA,CAMRY,2013,HYBRID,LMBK HOLDING CORP.
4651,FORD,ESCAPE,2012,HYBRID,HUMIDITY II HACKING CORP.
3163,NISSAN,SENTRA,2019,GASOLINE,BARROW TAXI LLC
2957,TOYOTA,CAMRY,2013,HYBRID,SYED M ZAIDI
1132,TOYOTA,CAMRY,2014,HYBRID,"AR & SONS, INC."
2130,TOYOTA,PRIUS,2013,HYBRID,SIAM INCORPORATED I
1111,FORD,ESCAPE,2012,HYBRID,CRAZY JEFFREY CAB CORP
233,TOYOTA,CAMRY,2015,HYBRID,"BOLBLIK, INC."
2843,TOYOTA,CAMRY,2016,HYBRID,1 SUPER STAR CAB CO
1358,TOYOTA,PRIUS,2014,HYBRID,TEZ CAB CO
2485,DODGE,CARAVAN,2017,HYBRID,RIDGEVIEW CAB CORP.
36,TOYOTA,PRIUS,2012,HYBRID,TIPTOM TOO INC
1978,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
2013,TOYOTA,PRIUS,2012,HYBRID,D. K. ENTERPRISES INC
1336,TOYOTA,CAMRY,2015,HYBRID,SAIYED CAB CO
3684,TOYOTA,CAMRY,2013,HYBRID,MOHAMMED AZIZ AHMED
3689,TOYOTA,PRIUS,2013,HYBRID,Z & M RIDE INC
5090,TOYOTA,SIENNA,2020,GASOLINE,PARK WEST EXPRESS INC
3610,TOYOTA,CAMRY,2011,HYBRID,JBL Express Inc.
3863,FORD,ESCAPE,2012,HYBRID,SCORPION CAB CO.
4598,TOYOTA,CAMRY,2017,HYBRID,NINA & HARRY INC.
2267,TOYOTA,CAMRY,2013,HYBRID,BELLE PLAINE CAB CO
3327,TOYOTA,CAMRY,2014,HYBRID,ANVERY TRANS INC
2636,HYUNDAI,SANTA FE,2019,GASOLINE,MATT-MAR CAB CO
6131,TOYOTA,RAV4,2015,GASOLINE,HEYAB CORP
4218,TOYOTA,SIENNA,2020,GASOLINE,"FLAZ LIMO AND TAXI, INC"
6349,TOYOTA,PRIUS,2012,HYBRID,OSI-ANET CAB INC.
3383,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
3672,TOYOTA,CAMRY,2014,HYBRID,SAHIWAL CAB CORP
5500,TOYOTA,CAMRY,2011,HYBRID,SYED M ZAIDI
4581,TOYOTA,CAMRY,2016,HYBRID,CHICAGO MEDALLION THREE LLC.
6917,TOYOTA,CAMRY,2015,HYBRID,AL-MADINA CAB CORP
5824,TOYOTA,PRIUS,2012,HYBRID,SELAM TAXI CORP.
3501,TOYOTA,CAMRY,2013,HYBRID,NEW CITY CAB CORP
1577,TOYOTA,CAMRY,2014,HYBRID,"SIPWALA TRANS, INC."
4875,TOYOTA,CAMRY,2020,GASOLINE,4875 TAXI INC
4925,TOYOTA,PRIUS,2013,HYBRID,FATHAMA NAJOM INC.
4417,NISSAN,ALTIMA,2011,HYBRID,SANTORINI FOUR CAB CORP.
4422,TOYOTA,PRIUS,2013,HYBRID,CATCH A CAB CORP.
1402,TOYOTA,PRIUS,2013,HYBRID,MASOODY INC
278,TOYOTA,CAMRY,2013,HYBRID,GEORGE D. PANAGOULIAS
5663,TOYOTA,PRIUS,2016,HYBRID,TINA HACKING CORP.
2257,TOYOTA,CAMRY,2015,HYBRID,COLE CAB COMPANY
3526,TOYOTA,RAV4,2017,HYBRID,SOLOMON GAIM INC.
674,FORD,ESCAPE,2012,HYBRID,DANIELLA CAB CORP.
